сибирских, 3
сержантом, 3
сердцу, 3
сердито, 3
семеновский, 3
семейством, 3
семейство, 3
села, 3
сделалась, 3
свободе, 3
свиней, 3
свидетель, 3
светлицу, 3
сверкающие, 3
сватался, 3
самолюбие, 3
самое, 3
сами, 3
рукавицах, 3
решилась, 3
расскажу, 3
рассеять, 3
разговаривали, 3
разбудил, 3
радость, 3
рад, 3
пяти, 3
пуще, 3
пушек, 3
пути, 3
пустяки, 3
пусть, 3
пуститься, 3
пускай, 3
пули, 3
пугачеве, 3
прочитав, 3
просто, 3
проиграл, 3
продолжалась, 3
проворно, 3
проводить, 3
принялся, 3
прикажите, 3
придут, 3
придется, 3
придворный, 3
придворного, 3
привыкать, 3
прибавил, 3
презрение, 3
представить, 3
предположения, 3
предвещало, 3
прапорщик, 3
правительства, 3
пошли, 3
почитал, 3
походе, 3
потолкуем, 3
постоялый, 3
поспешно, 3
послушай, 3
пословица, 3
поскакал, 3
поры, 3
поп, 3
понял, 3
поневоле, 3
помощи, 3
помочь, 3
положил, 3
положения, 3
полагая, 3
показания, 3
показался, 3
показались, 3
поздоровался, 3
позвал, 3
пожалую, 3
пожалуй, 3
поехала, 3
поехал, 3
подхватили, 3
подумать, 3
подослал, 3
подозвал, 3
подле, 3
подвластной, 3
подавайте, 3
погрузился, 3
погребец, 3
поглядывал, 3
повел, 3
по-русски, 3
плохо, 3
плечо, 3
плеча, 3
племянницу, 3
платком, 3
пишет, 3
письма, 3
писал, 3
печальные, 3
песню, 3
пес, 3
перервала, 3
перемену, 3
переменить, 3
первого, 3
паспорт, 3
памяти, 3
памфиловны, 3
очутились, 3
очки, 3
охота, 3
охал, 3
отъезду, 3
отужинали, 3
оттого, 3
отставал, 3
отправим, 3
откуда, 3
открыл, 3
отворились, 3
оставшись, 3
оставить, 3
оставит, 3
осведомился, 3
осады, 3
оренбургу, 3
оренбургских, 3
опасности, 3
окружили, 3
окошка, 3
одним, 3
одет, 3
обыкновенной, 3
обыкновению, 3
объявлял, 3
объявлением, 3
обстоятельствах, 3
обстоятельства, 3
обратясь, 3
обрадовался, 3
обоих, 3
облучок, 3
обер-секретарь, 3
обедом, 3
оба, 3
ныне, 3
ночевать, 3
ноги, 3
неудовольствия, 3
некогда, 3
нежности, 3
недалече, 3
невозможно, 3
невинности, 3
нашему, 3
начальнику, 3
начальники, 3
начали, 3
народу, 3
напрасно, 3
нанимать, 3
намерении, 3
намерение, 3
намерен, 3
найдешь, 3
надлежащие, 3
надел, 3
мучила, 3
мундир, 3
мрачно, 3
мошенники, 3
москву, 3
молодцу, 3
молода, 3
моими, 3
мной, 3
множеством, 3
милостивый, 3
милая, 3
мигнул, 3
месяца, 3
менее, 3
медлить, 3
махнул, 3
мать, 3
матушку, 3
малый, 3
мало, 3
